QB_Rank_0,Player,QB_CMP_2,QB_ATT_3,QB_PCT_4,QB_YDS_5,QB_Y/A_6,QB_TD_7,QB_INT_8,QB_SACKS_9,QB_ATT_10,QB_YDS_11,QB_TD_12,QB_FL_13,QB_G_14,QB_FPTS_15,QB_FPTS/G_16,QB_ROST_17,Position,RB_Rank_0,RB_ATT_2,RB_YDS_3,RB_Y/A_4,RB_LG_5,RB_20+_6,RB_TD_7,RB_REC_8,RB_TGT_9,RB_YDS_10,RB_Y/R_11,RB_TD_12,RB_FL_13,RB_G_14,RB_FPTS_15,RB_FPTS/G_16,RB_ROST_17,WR_Rank_0,WR_REC_2,WR_TGT_3,WR_YDS_4,WR_Y/R_5,WR_LG_6,WR_20+_7,WR_TD_8,WR_ATT_9,WR_YDS_10,WR_TD_11,WR_FL_12,WR_G_13,WR_FPTS_14,WR_FPTS/G_15,WR_ROST_16,TE_Rank_0,TE_REC_2,TE_TGT_3,TE_YDS_4,TE_Y/R_5,TE_LG_6,TE_20+_7,TE_TD_8,TE_ATT_9,TE_YDS_10,TE_TD_11,TE_FL_12,TE_G_13,TE_FPTS_14,TE_FPTS/G_15,TE_ROST_16,DST_Rank_0,DST_SACK_2,DST_INT_3,DST_FR_4,DST_FF_5,DST_DEF TD_6,DST_SFTY_7,DST_SPC TD_8,DST_G_9,DST_FPTS_10,DST_FPTS/G_11,DST_ROST_12
,Sean Ryan (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Devontez Walker (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keon Coleman (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bryan Thompson (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryan Miller (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tre'Shaun Harrison (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dylan Drummond (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,David Durden (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,John Stephens Jr. (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucky Jackson (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xavier Smith (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andrei Iosivas (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,199,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalin Hyatt (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,200,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,3.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cedric Tillman (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,201,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jacob Cowing (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Johnny Wilson (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charlie Jones (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,204,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tre Tucker (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Wayne (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jake Bobo (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,207,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bryce Ford-Wheaton (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaray Jenkins (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Josh Ali (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maurice Alexander (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jesse Matthews (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Cropper (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cephus Johnson III (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,214,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Colton Dowell (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Brooks (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grant DuBose (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jared Wayne (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thayer Thomas (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malik Knowles (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shaquan Davis (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matt Landers (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terrell Bynum (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kazmeir Allen (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elijah Cooks (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Antoine Green (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malik Nabers (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rome Odunze (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malachi Corley (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kameron Johnson (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JaQuae Jackson (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sam Schnee (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bryce Oliver (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isaiah Washington (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lawrence Keys III (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OJ Hiliare (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyler Harrell (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dee Williams (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cam Johnson (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ayir Asante (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terique Owens (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Julian Hicks (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jeshaun Jones (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalon Calhoun (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xavier Johnson (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Devin Carter (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ahmarean Brown (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tre Mosley (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mason Tipton (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leon Johnson III (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jeff Foreman (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaelen Gill (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaylen Johnson (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyle Sheets (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Corey Crooms Jr. (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sam Wiglusz (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hayden Hatten (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Peter LeBlanc (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latreal Jones (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Praise Olatoke (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,John Jiles (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tanner Knue (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,John Jackson III (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hamze El-Zayat (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,David Wallis (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Derek Slywka (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zach Mathis (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,David White Jr. (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaaron Hayek (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brevin Easton (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cole Burgess (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joseph Scates (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JJ Laap (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dimitri Stanley (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marcus Riley (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phillip Brooks (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qadir Ismail (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drake Stoops (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ty James (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chase Cota (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ladd McConkey (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xavier Legette (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roman Wilson (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamari Thrash (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Casey Washington (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lideatrick Griffin (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Coker (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anthony Gould (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dayton Wade (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tahj Washington (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jadon Janke (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Devaughn Vele (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tejhaun Palmer (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryan Flournoy (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ja'Lynn Polk (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Je'Quan Burton (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brenden Rice (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ricky Pearsall (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isaiah Williams (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malik Washington (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Luke McCaffrey (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marcus Rosemy-Jacksaint (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bub Means (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joshua Cephus (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
